1000 0.500000
0
1
0
Filter @ 0x10a8010
- filter -
size:  1000
error: 0.500000
- bloom -
bit_size:   1443
bit/entry:  1.443000
byte_size:  181
hash_num:   1
entries:    1
30030002 1007321 21
50000006 1006992 22
10030004 989588 23
40010115 972835 24
50000030 970828 25
10070018 965095 26
10040001 947355 27
90000006 936499 28
40010158 936410 29
40010551 929480 30
40010456 922996 31
10030013 921025 32
10030012 911562 33
40010273 909282 34
50000092 903872 35
50000033 898218 36
50000108 895583 37
10070009 892521 38
40010488 886752 39
40010563 884427 39
40010024 872522 12
40010476 870460 12
40010207 870150 13
40010429 861475 13
50000003 858136 14
40010638 858002 14
40010497 850438 14
40010020 849761 15
10070010 835695 16
50000020 831169 17
40010206 829440 18
40010351 807185 19
40010042 805138 20
50000008 795482 21
50000026 788355 22
40010134 788051 23
40010447 783994 24
40010045 782562 25
40010524 775488 26
40010452 772799 27
40010116 767416 28
50000053 753307 29
10030015 752197 30
40010094 746958 31
40010501 746075 32
40010208 737940 33
10030017 720629 34
40010091 720601 35
40010378 719091 36
40010056 718874 37
40010067 717866 38
40010485 717006 39
10030018 716836 39
10070004 713169 13
40010284 705858 13
40040006 705000 13
50000037 704506 14
40010087 702422 15
10040002 700028 16
50000017 697754 17
50000019 689735 18
40010609 688939 19
40010151 686321 20
40010290 675434 21
40010644 664297 22
40040008 662402 23
40010064 662255 24
40010443 655785 25
50000009 641751 26
40010017 640319 27
40040002 634344 28
50000002 633900 29
40010425 628343 30
10020002 627783 31
40010171 626975 32
40010509 625554 33
40010055 625552 34
40010302 611361 35
40010193 603730 36
10070005 599887 37
40010602 587297 38
40010257 584490 39
40010521 579463 39
40010548 578668 13
40010560 572538 14
40010576 570963 15
40010263 566444 16
40010135 558817 17
50000104 556977 18
40010037 553913 19
40010537 549317 20
40010621 544545 21
40010082 538270 22
40010054 538257 23
40010486 535650 24
50000128 535284 25
40010564 534578 26
40010267 532477 27
40040003 532361 28
40010106 522328 29
40010626 518967 30
50000107 518658 31
40010166 512597 32
10050002 503310 33
40010043 502633 34
10030016 498535 35
40010030 492720 36
40010590 491512 37
40010594 482986 38
40010083 473908 39
40010530 472818 39
40010636 471926 14
40010522 470748 15
40040004 468254 16
30020003 467762 17
10030002 466475 18
40040009 463484 19
40010008 457643 20
30040007 457174 21
40010119 451247 22
50000089 449983 23
20010009 443451 24
40010573 442677 25
50000032 437549 26
40010471 436098 27
40010276 435780 28
40010358 433267 29
40010453 433076 30
10070017 430962 31
40010395 425640 32
50000115 424696 33
40010168 416264 34
40010333 413390 35
50000087 413297 36
40010540 412581 37
90000002 405444 38
40010019 397931 38
40010123 395447 15
50000022 395425 16
40010046 390181 17
50000007 386264 18
40010328 385655 19
40010022 384383 20
50000097 384265 21
40010555 383768 22
50000112 379528 23
40010233 373847 24
50000071 369088 25
40010073 368924 26
40010072 368924 27
40010071 368924 28
10070023 356950 29
40010641 356737 30
40010040 353687 31
30040006 346872 32
40010272 342759 33
50000076 340652 34
40010396 334101 35
40010415 333645 36
10070021 333587 37
40010074 331129 37
10070012 326215 16
40010172 322166 17
40010610 320761 18
40010210 314953 19
40040005 312381 20
40010229 311142 21
50000124 306843 22
40010419 301877 23
40010251 301490 24
40040010 299600 25
10070022 299167 26
40010569 287759 27
40010494 286102 28
40010489 283584 29
40010603 280156 30
40010408 278647 31
10070016 276126 32
30020010 275588 33
40010060 274622 34
40010405 271160 35
50000127 270064 36
30020018 268901 37
40010205 266487 37
30040004 264682 17
50000039 263922 18
40010552 262581 19
40010359 260423 20
40010097 260211 21
40010239 260203 22
50000018 255771 23
40010191 254210 24
40010320 251151 25
90000003 248889 26
40040012 246899 27
40010025 242854 28
40010015 240731 29
40010545 239884 30
40010426 237044 31
40010070 232511 32
40010018 231127 33
50000116 227123 34
40040011 225251 35
40010023 225116 36
40010431 222452 36
40010400 216739 18
40010637 213882 19
20010016 212746 20
40010399 209732 21
10040003 209237 22
40010347 205610 23
40010307 203468 24
50000016 200802 25
40010033 199584 26
40010411 199300 27
40010525 197244 28
40010362 195049 29
40010026 194908 30
40010349 194805 31
10070003 194063 32
40010611 193776 33
20010023 193613 34
40010266 193034 35
40010450 192458 36
30020014 189534 36
40010549 187074 19
10020001 185726 20
40010561 184544 21
50000091 181753 22
40010121 181093 23
50000041 180568 24
40010403 180313 25
40010294 179561 26
40010092 177544 27
40010510 173865 28
40010011 173323 29
40010250 171865 30
40010235 170560 31
40010178 169130 32
40010254 163638 33
40010444 161763 34
10030011 161308 35
40010295 159593 35
50000029 159245 20
40010337 154967 21
40010261 154496 22
50000038 154032 23
40010007 151360 24
40010414 146965 25
40010631 146201 26
30020015 143584 27
40010138 143058 28
40010270 142845 29
40010319 141578 30
50000015 138321 31
40010209 136082 32
30020019 134853 33
40010177 134142 34
40010167 133255 35
40010232 133157 35
40010225 132257 21
50000013 128787 22
40010418 127666 23
50000059 125229 24
10070024 124707 25
40010299 123918 26
10030001 123302 27
10070002 123004 28
90000004 121804 29
40010245 121272 30
50000031 119588 31
40010246 117064 32
40010016 114256 33
40010226 114207 34
40010174 113611 35
40010006 113153 35
50000120 110664 22
40010013 110628 23
40010326 109135 24
40010111 106377 25
40010331 106258 26
40010629 104108 27
40010432 103885 28
40010188 103652 29
40010275 102626 30
40010417 102110 31
40010185 97212 32
40010416 93971 33
50000014 92359 34
40010199 92203 35
40010495 92051 35
40010298 92003 23
40010591 91606 24
40010279 91517 25
40010230 89552 26
40010477 87116 27
40010212 84787 28
40010649 83791 29
50000001 83201 30
30020011 83015 31
40010216 82784 32
40010214 75320 33
40010143 72725 34
40010069 71855 35
40010615 71494 35
40010546 68886 24
40010516 68485 25
40010435 67912 26
40010186 67535 27
50000101 67483 28
10030010 62424 29
10070014 62198 30
40010192 61758 31
10070015 58798 32
40010397 58605 33
40010519 56081 34
40010213 54397 35
40010283 54165 35
40010404 53175 25
40010187 52369 26
40010297 51113 27
40010632 50703 28
40010068 48582 29
40010616 48484 30
50000042 48328 31
40010217 48018 32
40010625 46996 33
50000130 46794 34
50000070 45619 35
40010634 45020 35
50000036 44382 26
40010406 44219 27
40010322 41336 28
40010223 41070 29
40010150 40597 30
40010635 38552 31
40010341 37605 32
40010102 36801 33
50000004 35485 34
40010308 35023 35
40010612 34865 35
40010334 34450 27
40010648 33704 28
50000060 32715 29
40010330 32271 30
50000028 31649 31
40010627 31255 32
40010327 31225 33
50000024 30303 34
40010249 29874 35
50000011 29433 35
40010200 28343 28
40010274 27658 29
10040004 27221 30
30020004 26995 31
40010335 26981 32
30020008 26813 33
40010224 26791 34
30020012 26738 35
40010075 25906 35
40010329 25652 29
40010264 24225 30
40010647 24107 31
40010630 23217 32
40010646 22480 33
50000023 22180 34
40010296 21773 35
40010360 20924 36
40010035 20883 36
40010202 20752 30
40010345 20376 31
40010363 20291 32
40010282 19294 33
90000005 18409 34
40010645 18302 35
40010244 18198 36
40010386 17924 36
40010321 17760 31
40010189 16924 32
50000072 16851 33
40010340 15877 34
40010219 15821 35
40010385 14720 36
40010306 14614 37
50000040 14186 37
40010190 13973 32
40010534 13391 33
30020013 13357 34
50000010 12973 35
40010309 12961 36
40010409 12569 37
40010310 12423 37
50000140 12333 33
10060002 11709 34
40010313 11676 35
40010194 10973 36
40010243 10881 37
40010410 10610 38
40010173 10597 38
40010315 10480 34
40010220 10104 35
40010175 9938 36
50000035 8977 37
40010197 8785 38
40010084 8344 38
40010063 8129 35
40010613 7933 36
40010076 7857 37
40010366 7497 38
40010633 7466 39
40010231 6796 39
40010285 6615 36
40010407 6084 37
40010081 6029 38
40010281 5899 39
40010370 5754 39
30020017 5146 37
40010204 5143 38
40010278 5011 39
40010305 4820 40
40010623 4761 40
40010196 4744 38
40010147 4499 39
40010398 4317 40
40010277 4261 40
40010332 4091 39
40010221 4007 40
30020006 3830 41
40010248 3774 41
40010169 3521 40
40010215 3513 41
40010218 3233 42
40010483 3094 42
40010614 2688 41
50000136 2603 42
40010036 2458 43
40010570 2173 43
40010392 2161 42
40010617 2031 43
40010504 2014 43
40010104 2007 43
40010323 1794 44
40010203 1699 44
40010201 1644 44
40010227 1624 45
40010252 1435 45
40010280 1408 45
40010145 1353 46
40010618 1266 46
40010316 1196 46
30040005 1196 47
30020009 967 47
40010642 889 47
40010304 871 47
50000075 756 48
40010149 702 48
40010195 651 49
40010371 598 49
40010240 572 50
40010368 554 50
50000043 430 51
40010388 374 51
40010198 354 52
40010383 262 52
40010260 180 52
40010344 171 53
40010259 121 54
10070001 98 55
40010531 85 56
40010381 75 57
10070013 53 58
40010222 40 59
50000074 38 60
40010643 31 61
40010650 29 62
40010286 29 63
40010311 18 64
40010374 17 65
40010364 13 66
40010247 13 67
40010373 10 68
40010312 9 69
40010384 5 70
40010325 4 71
40010393 3 72
40010361 3 73
50000061 2 74
40010387 2 75
40010336 2 76
40010375 1 77
40010367 1 78
40010343 1 78
20010031 1048135778 3
40010420 951700908 4
20010006 891072920 5
20010036 584809255 6
20010017 508515914 6
40010624 407428647 4
20010024 340269138 5
20010001 338810315 6
40010108 338702986 7
40010357 295475976 7
40010287 263103874 5
40010377 247607159 6
20010038 195408440 7
20010027 167651399 7
40010162 147082518 6
40010079 137727923 7
20010026 134761597 8
40010062 130261583 8
40010526 112251997 7
40010595 107284911 8
20010013 94492362 9
20010028 91824133 9
20010021 88804249 8
40010597 84707788 9
20010018 80968054 10
20010011 79254991 10
40010293 70612606 9
40010511 70305169 10
40010436 66818274 10
20010032 66632530 10
20010014 64518011 11
40010353 63951728 11
40010565 63245970 11
20010008 62322856 12
30030010 62047640 12
40010152 60704799 12
40010463 59103240 12
40010598 56291634 13
30030005 55747898 13
40010596 55672941 14
20010025 55455000 14
40010412 54897380 15
40010460 54048870 15
50000079 52998258 16
50000058 50837348 16
40010528 49587863 17
40010105 48214175 17
50000086 45080588 18
20010019 44597999 18
40010136 43948248 18
40010527 43911696 19
50000081 41477547 20
40010604 41117746 21
40010369 38586246 22
40010446 38415097 23
40010021 37849166 24
40010478 37044787 25
40010181 37043935 26
40010622 36905953 27
40010423 36621250 28
40010126 36609093 29
30030015 36523343 30
40010355 35357438 31
50000064 35243722 32
50000000 34483491 33
40010139 34260158 34
40010538 34189158 35
40010352 33986764 36
40010472 33606238 37
20010029 32091641 38
10010002 32060072 39
40010402 31110003 39
40010164 30447591 4
50000078 29856900 5
40010161 29381004 6
40010571 28802684 7
50000080 28196918 7
40010556 28050788 5
30030006 27953563 6
40010131 27122752 7
20010034 27080772 7
20010012 26537543 6
50000082 26247069 7
50000065 26101847 8
20010040 24774227 8
20010007 24531721 7
40010155 24433077 8
20010005 23736609 9
40010256 23594049 9
40010133 23124212 8
40010127 23118465 9
40010271 23110554 9
30030011 22913960 9
50000085 22808851 10
40010153 22304606 10
50000134 21943596 10
40010124 20781804 11
40010421 20661871 11
40010101 20559866 11
40010566 20546652 12
40010567 20282882 12
20010039 20085745 12
40010490 19029126 12
40010118 18871715 13
40010130 18736244 13
40010422 18579611 14
50000118 18552823 14
40010163 17875704 15
40010159 17583258 15
20010002 17344997 16
50000138 17334344 16
40010437 17306828 17
40010142 17027323 17
40010512 16917053 18
50000084 16876790 18
50000090 16502094 18
40010120 16103982 19
30030001 15948118 20
40010513 15913773 21
40010464 15568120 22
40010141 15536090 23
40010466 15500377 24
40010234 15393832 25
50000083 15126047 26
50000088 15054895 27
40010144 14522708 28
30020007 14418600 29
40010122 14290404 30
40010065 14272447 31
40010439 14146042 32
20010037 13951982 33
50000122 13915255 34
40010379 13804843 35
40010128 13545502 36
50000067 13344577 37
40010237 13302749 38
40010129 13301973 39
40010156 13224816 39
40010258 13195532 5
40010112 12974702 6
50000099 12885908 7
40010113 12542579 7
50000105 12527980 6
40010009 12030292 7
50000137 11996578 8
30040002 11894771 8
50000121 11688686 7
40010491 11616309 8
40040001 11447628 9
40010454 11425887 9
50000062 11292199 8
40010427 11176401 9
40010433 11162937 9
40010499 10891782 9
40010473 10795076 10
40010236 10772582 10
40010532 10665805 10
50000093 10498783 11
40010574 10151157 11
50000111 10130387 11
40010110 9997409 12
40010438 9984621 12
40010605 9962632 12
40010413 9849696 12
50000066 9839668 13
40010541 9732000 13
40010114 9589984 14
40010479 9540908 14
40010492 9248637 15
40010303 8900124 15
50000142 8865582 16
40010592 8811326 16
40010577 8778028 17
40010474 8777440 17
50000119 8761168 17
40010502 8756706 18
40010457 8692882 19
50000117 8571610 20
40010465 8453840 21
50000103 8234860 22
40010140 8209447 23
40010599 8085882 24
50000126 8017759 25
30030017 8010867 26
20010010 7932846 27
40010099 7877703 28
40010586 7701534 29
40010289 7540045 30
40010467 7496973 31
40010481 7376337 32
40010583 7275535 33
40010451 7258814 34
40010440 6889226 35
40010505 6847733 36
40010607 6636862 37
40010044 6590383 38
40010154 6580117 39
30030016 6344714 39
40010517 6200869 6
40010086 6129148 7
40010265 6084301 8
10010001 6046232 8
40010553 6030597 7
40010580 5904735 8
40010606 5825488 9
40010514 5675591 9
40010057 5671929 8
40010441 5662056 9
30030009 5615660 9
40010109 5587601 9
40010125 5545373 10
40010324 5425027 10
20010035 5422873 10
40010523 5277891 11
40010535 5261928 11
40010533 5141148 11
40010183 5003452 12
40010137 4992943 12
40010288 4942952 12
40010180 4918290 12
40010468 4844903 13
40010165 4792797 13
40010496 4781471 14
30030008 4775461 14
40010487 4723644 15
40010445 4713417 15
40010117 4683661 16
40010461 4628269 16
50000102 4469931 17
40010572 4450083 17
50000077 4440647 17
50000139 4405669 18
50000063 4404717 19
40010238 4338788 20
40010350 4270209 21
50000100 4265106 22
40010628 4186115 23
40010262 4169098 24
40010508 4162414 25
40010032 4144415 26
40010559 4101896 27
40010475 4070286 28
50000123 4051813 29
50000068 3974571 30
40010176 3915993 31
50000114 3912287 32
40010253 3895770 33
40010041 3887482 34
40010242 3804364 35
30030013 3758535 36
40010255 3739656 37
50000133 3697316 38
20010022 3689038 39
40010241 3683926 39
40010543 3665363 7
50000132 3639621 8
40010469 3609840 9
50000113 3585370 9
40010029 3531707 8
40010529 3513145 9
40010061 3494022 9
40010455 3484392 9
40010014 3456046 10
20010020 3443186 10
40010107 3383540 10
40010448 3353976 11
40010542 3310096 11
40010557 3294467 11
40010146 3283364 12
40010038 3230968 12
40010132 3185053 12
40010160 3182018 12
40010584 3163284 13
30040003 3133503 13
40010550 3112085 14
40010600 3094152 14
40010587 3057958 15
40010003 3002901 15
30030014 2954792 16
40010480 2951838 16
10070007 2949647 17
40010588 2940887 17
40010520 2919559 17
40010157 2908175 18
40010562 2881315 19
40010503 2880146 20
40010300 2863372 21
40010578 2839330 22
40010547 2832369 23
40010601 2829768 24
10020009 2816696 25
40010090 2812005 26
10070008 2776693 27
40010292 2736406 28
40010482 2733401 29
50000025 2719435 30
30030004 2719009 31
40010424 2715290 32
10020008 2680475 33
40010493 2678467 34
50000095 2572371 35
10020005 2543541 36
40010568 2526207 37
50000047 2514697 38
40010589 2485317 38
10020006 2478806 8
40010544 2470520 9
40010034 2459530 9
40010096 2446069 9
40010585 2430635 10
50000012 2425063 10
40010442 2420305 10
40010518 2400046 11
50000005 2379651 11
40010005 2370480 11
10060001 2344863 12
40010291 2337145 12
10020003 2256867 12
40010066 2228992 12
50000106 2223391 13
40010058 2105396 13
10030009 2099860 14
40010430 2093841 14
40010093 2083295 15
40010500 2063397 15
40010184 2036932 16
50000110 2006062 16
50000109 1976170 17
50000098 1961227 17
10030008 1959846 17
40010039 1958174 18
40010085 1947935 19
50000125 1933396 20
40010434 1928100 21
40010506 1923009 22
40010558 1920859 23
40010575 1919932 24
10070019 1911743 25
10020004 1910613 26
10020007 1879346 27
50000135 1853118 28
40010458 1829304 29
40010507 1827025 30
40010100 1808885 31
50000131 1756317 32
40010268 1741200 33
40010462 1732958 34
10030006 1726609 35
40010088 1711194 36
40010484 1710068 37
40010619 1676225 38
40010581 1670847 38
40040007 1646959 9
40010089 1637042 10
40010103 1620041 10
40010148 1613404 10
40010428 1579560 11
50000096 1573347 11
40010579 1520251 11
40010539 1508889 11
20010015 1492999 12
40010182 1484320 12
20010033 1469244 13
10030005 1451627 13
40010012 1450527 14
90000057 1424853 14
40010228 1403267 15
40010078 1388974 15
10030007 1380811 16
40010394 1375944 16
40010608 1373189 17
40010028 1361440 17
10030003 1345303 17
40010059 1344517 18
50000044 1343689 19
40010098 1332032 20
50000021 1299522 21
50000034 1260340 22
50000094 1250964 23
40010515 1244384 24
50000027 1230819 25
40010536 1200325 26
40010470 1199986 27
40010179 1177340 28
40010401 1176245 29
40010582 1170062 30
40010077 1166221 31
40010004 1145627 32
40010080 1138488 33
40010269 1132689 34
